Time t / s;Rate R_B1 / 1/s
60,001;0
120,2;0
180,4;0
240,5;1,41666666666667
300,6;1,31666666666667
360,799;1,4
421;1,21666666666667
481,2;1,55
541,401;1,36666666666667
