Time t / min;Rate R_B1 / 1/s
5;0,873333333333333
10,0016666666667;0,786666666666667
15,0033333333333;0,816666666666667
20,005;0,806666666666667
25,0066666666667;0,796666666666667
30,0083333333333;0,896666666666667
35,01165;0,866666666666667
40,015;0,783333333333333
45,0166666666667;0,846666666666667
